run,layer,batch_start,buckets,num_samples,native_seq_len,byte_prefix_len,key_rms_ratio,value_rms_ratio,key_mean_cosine,value_mean_cosine
qwen05_kv_p32_all,20,24,typo_noise_heavy,4,68,32,1.235508918762207,1.0116829872131348,0.06673522293567657,0.254254013299942
qwen05_kv_p32_all,21,24,typo_noise_heavy,4,68,32,1.333152174949646,0.9905040264129639,-0.16040590405464172,0.20352059602737427
qwen05_kv_p32_all,22,24,typo_noise_heavy,4,68,32,1.536004662513733,1.2861666679382324,0.14227841794490814,-0.17523334920406342
qwen05_kv_p32_all,23,24,typo_noise_heavy,4,68,32,1.2313568592071533,1.5393054485321045,0.17915868759155273,-0.30827727913856506
qwen05_kv_p32_all,0,28,typo_noise_heavy,4,61,32,0.028705891221761703,32.17246627807617,-0.10589638352394104,-0.22374695539474487
qwen05_kv_p32_all,1,28,typo_noise_heavy,4,61,32,0.0701143890619278,5.134105682373047,-0.22766746580600739,-0.04358718916773796
qwen05_kv_p32_all,2,28,typo_noise_heavy,4,61,32,0.12137123197317123,5.7185750007629395,0.07016992568969727,0.09203173220157623
qwen05_kv_p32_all,3,28,typo_noise_heavy,4,61,32,0.4765359163284302,2.804847240447998,-0.0966675877571106,0.01032476220279932
qwen05_kv_p32_all,4,28,typo_noise_heavy,4,61,32,0.5778596997261047,2.376406669616699,0.05998138338327408,0.14531441032886505
qwen05_kv_p32_all,5,28,typo_noise_heavy,4,61,32,0.9810160994529724,1.8820487260818481,-0.051838215440511703,-0.38955992460250854
qwen05_kv_p32_all,6,28,typo_noise_heavy,4,61,32,1.077056884765625,3.1115846633911133,0.021094758063554764,-0.24580737948417664
qwen05_kv_p32_all,7,28,typo_noise_heavy,4,61,32,0.8237264752388,1.9861866235733032,-0.00868685357272625,-0.23739442229270935
qwen05_kv_p32_all,8,28,typo_noise_heavy,4,61,32,0.05864771455526352,3.204871892929077,0.2818288505077362,-0.29537245631217957
qwen05_kv_p32_all,9,28,typo_noise_heavy,4,61,32,0.6882151365280151,1.4796950817108154,-0.0433916375041008,-0.2380155771970749
qwen05_kv_p32_all,10,28,typo_noise_heavy,4,61,32,0.7606344819068909,1.7748357057571411,0.03756522387266159,0.08887407928705215
qwen05_kv_p32_all,11,28,typo_noise_heavy,4,61,32,0.7327198386192322,1.2874177694320679,-0.02857177145779133,-0.06991198658943176
qwen05_kv_p32_all,12,28,typo_noise_heavy,4,61,32,0.856217622756958,2.1491611003875732,0.07804929465055466,0.07679775357246399
qwen05_kv_p32_all,13,28,typo_noise_heavy,4,61,32,0.8646882176399231,2.052584171295166,-0.07096497714519501,-0.21709489822387695
qwen05_kv_p32_all,14,28,typo_noise_heavy,4,61,32,0.8626302480697632,2.15417218208313,-0.012565375305712223,-0.006203656084835529
qwen05_kv_p32_all,15,28,typo_noise_heavy,4,61,32,1.0202590227127075,2.064826011657715,0.03631522133946419,-0.09210895746946335
qwen05_kv_p32_all,16,28,typo_noise_heavy,4,61,32,0.8020554184913635,1.251933217048645,-0.08525130152702332,0.04083635285496712
qwen05_kv_p32_all,17,28,typo_noise_heavy,4,61,32,1.0724817514419556,1.4871189594268799,0.09675904363393784,-0.009133168496191502
qwen05_kv_p32_all,18,28,typo_noise_heavy,4,61,32,1.1684234142303467,2.351365566253662,-0.003087802790105343,-0.009690332226455212
qwen05_kv_p32_all,19,28,typo_noise_heavy,4,61,32,1.0849913358688354,2.22932505607605,-0.16468538343906403,0.03139592707157135
qwen05_kv_p32_all,20,28,typo_noise_heavy,4,61,32,1.2219679355621338,0.9377649426460266,0.07589303702116013,0.2081514149904251
qwen05_kv_p32_all,21,28,typo_noise_heavy,4,61,32,1.338650107383728,0.9824071526527405,-0.13052275776863098,0.22956672310829163
qwen05_kv_p32_all,22,28,typo_noise_heavy,4,61,32,1.4954019784927368,1.1812599897384644,0.13721002638339996,-0.1786358654499054
qwen05_kv_p32_all,23,28,typo_noise_heavy,4,61,32,1.2106369733810425,1.4517889022827148,0.1431509256362915,-0.18086093664169312
qwen05_kv_p32_all,0,32,typo_noise_heavy,4,66,32,0.028182057663798332,32.48776626586914,-0.11388398706912994,-0.24863702058792114
qwen05_kv_p32_all,1,32,typo_noise_heavy,4,66,32,0.07125161588191986,5.190349102020264,-0.22797493636608124,-0.04991926625370979
qwen05_kv_p32_all,2,32,typo_noise_heavy,4,66,32,0.12088987976312637,6.054005146026611,0.0529329851269722,0.018742896616458893
qwen05_kv_p32_all,3,32,typo_noise_heavy,4,66,32,0.4888579845428467,2.8843157291412354,-0.09571785479784012,-0.014703478664159775
qwen05_kv_p32_all,4,32,typo_noise_heavy,4,66,32,0.5834215879440308,2.473773241043091,0.0468672476708889,0.13508448004722595
qwen05_kv_p32_all,5,32,typo_noise_heavy,4,66,32,1.0010337829589844,1.8731029033660889,-0.033062055706977844,-0.3368297219276428
qwen05_kv_p32_all,6,32,typo_noise_heavy,4,66,32,1.0935500860214233,3.075944662094116,0.026654217392206192,-0.2277878224849701
qwen05_kv_p32_all,7,32,typo_noise_heavy,4,66,32,0.845869779586792,1.9941556453704834,-0.008580326102674007,-0.24728450179100037
qwen05_kv_p32_all,8,32,typo_noise_heavy,4,66,32,0.058879319578409195,3.088674306869507,0.28021812438964844,-0.28918734192848206
qwen05_kv_p32_all,9,32,typo_noise_heavy,4,66,32,0.7130123972892761,1.503830909729004,-0.02218233048915863,-0.16817711293697357
qwen05_kv_p32_all,10,32,typo_noise_heavy,4,66,32,0.7680878043174744,1.8028128147125244,0.020957766100764275,0.21158336102962494
qwen05_kv_p32_all,11,32,typo_noise_heavy,4,66,32,0.7629181742668152,1.3191075325012207,-0.004092132672667503,-0.12596042454242706
qwen05_kv_p32_all,12,32,typo_noise_heavy,4,66,32,0.8702297806739807,2.160440683364868,0.0457787960767746,0.06707144528627396
qwen05_kv_p32_all,13,32,typo_noise_heavy,4,66,32,0.8716564178466797,2.1069695949554443,-0.06397901475429535,-0.19145315885543823
qwen05_kv_p32_all,14,32,typo_noise_heavy,4,66,32,0.8442193865776062,2.0965654850006104,-0.02426052652299404,-0.007027234882116318
